mid,data_id
purchasing administrator,jefe compras administracion
purchasing agent,agente de compras
purchasing agent,encargado de compras
purchasing assistant,auxiliar de compras
purchasing clerk,administrativo proveedores
purchasing director,director jefe compras
purchasing manager,adjunto responsable compras
purchasing manager,director de compras
purchasing manager,jefe de compras
purchasing manager,responsable compras
purchasing manager,responsable dpto compras
purchasing manager,tecnico compras
purchasing officer,administrativo de compras
qa engineer,ingeniero tecnico de calidad
qa manager,director departamento de calidad
qa manager,responsable aseguramiento de calidad
qa manager,responsable dpto calidad
qa manager,responsable garantia calidad
qa technician,tecnico asuntos calidad
qa technician,tecnico dpto calidad
qa technician,tecnico responsable de calidad
qualified person,vendedor cualificado
quality administrator,administrativo dpto calidad
quality administrator,administrativo responsable calidad
quality administrator,auxiliar administrativo calidad
quality administrator,responsable calidad administracion
quality analyst,analista de calidad
quality analyst,analista departamento calidad
quality assistant,auxiliar de calidad
quality assurance engineer,ingeniero aseguramiento calidad
quality assurance technician,tecnico aseguramiento de calidad
quality assurance technician,tecnico de garantia de calidad
quality assurance technician,tecnico departamento calidad
quality auditor,auditor calidad medio ambiente
quality auditor,auditor de calidad
quality auditor,auditora calidad
quality consultant,consultor auditor calidad medio ambiente
quality consultant,consultor calidad medio ambiente prevencion riesgos laborales
quality consultant,consultor de calidad
quality consultant,consultor sistemas calidad
quality control,encuestadora calidad
quality control,responsable calidad compras
quality control,responsable calidad organizacion
quality control,responsable calidad prevencion riesgos laborales
quality control,responsable organizacion calidad
quality control,responsable unidad calidad
quality control,subdirector calidad
quality control technician,tecnico en calidad y prevencion de riesgos laborales
quality controller,controlador de calidad
quality coordinator,coordinador de calidad
quality coordinator,coordinador departamento calidad
quality development manager,responsable calidad desarrollo
quality director,director de calidad
quality director,director tecnico director calidad
quality director,director tecnico responsable calidad
quality director,jefe de calidad
quality engineer,ingeniero calidad medio ambiente
quality engineer,ingeniero de calidad
quality engineer,ingeniero superior calidad
quality environmental manager,jefe calidad medio ambiente
quality environmental manager,jefe departamento calidad medio ambiente
quality environmental manager,responsable calidad medio ambiente prevencion riesgos
quality environmental manager,responsable calidad medioambiente prevencion
quality environmental manager,responsable calidad medioambiente prevencion riesgos laborales
quality environmental manager,responsable calidad prl medio ambiente
quality environmental manager,responsable departamento calidad medioambiente
quality environmental manager,responsable dpto calidad medio ambiente
quality environmental manager,responsable prl calidad medio ambiente
quality environmental manager,responsable prl calidad medioambiente
quality environmental manager,tecnico calidad ambiental
quality environmental manager,tecnico calidad medio ambiente prevencion
quality environmental manager,tecnico calidad medioambiente prl
quality environmental manager,tecnico de calidad y gestion medioambiental
quality environmental manager,tecnico departamento calidad medio ambiente
quality health safety environment manager,director calidad seguridad medio ambiente
quality health safety environment manager,jefe calidad seguridad medio ambiente
quality health safety environment manager,jefe seguridad calidad medio ambiente
quality health safety environment manager,responsable calidad medio ambiente seguridad salud
quality health safety environment manager,responsable calidad medioambiente seguridad
quality health safety environment manager,responsable calidad seguridad medio ambiente
quality health safety environment manager,responsable de calidad y seguridad del medio ambiente
quality health safety environment manager,responsable seguridad calidad medio ambiente
quality health safety environment manager,tecnico seguridad calidad medio ambiente
